ontvangst_tijd_CET;datum_waarneming_UTC;tijd_waarneming_UTC;stationsID;battery;dauwpunt;luchtvocht;druk;zoninstraling;temp;natbol
2026-01-02T18:05:59;02.01.2026;17:10:00;2102LH011;4;-12.68;88.8;99785.98;0;-11.2;-12.02
2026-01-02T18:15:59;02.01.2026;17:20:00;2102LH011;4;-12.62;89.200005;99791.11;0;-11.2;-12
2026-01-02T18:26:00;02.01.2026;17:30:00;2102LH011;4;-12.62;89.200005;99801.39;0;-11.2;-12
2026-01-02T18:35:59;02.01.2026;17:40:00;2102LH011;4;-12.61;88.6;99800.37;0;-11.1;-11.94
2026-01-02T18:45:59;02.01.2026;17:50:00;2102LH011;4;-12.81;88.6;99797.26;0;-11.3;-12.13
2026-01-02T18:56:00;02.01.2026;18:00:00;2102LH011;4;-12.86;88.200005;99807.53;0;-11.3;-12.15
2026-01-02T19:05:59;02.01.2026;18:10:00;2102LH011;4;-12.89;88;99812.67;0;-11.3;-12.16
2026-01-02T19:15:59;02.01.2026;18:20:00;2102LH011;4;-12.86;88.200005;99822.94;0;-11.3;-12.15
2026-01-02T19:26:00;02.01.2026;18:30:00;2102LH011;4;-12.86;88.200005;99822.94;0;-11.3;-12.15
2026-01-02T19:36:00;02.01.2026;18:40:00;2102LH011;4;-12.9;88.6;99829.09;0;-11.4;-12.23
2026-01-02T19:46:00;02.01.2026;18:50:00;2102LH011;4;-12.93;88.4;99839.36;0;-11.4;-12.24
2026-01-02T19:56:01;02.01.2026;19:00:00;2102LH011;4;-12.9;88.6;99849.63;0;-11.4;-12.23
2026-01-02T20:05:59;02.01.2026;19:10:00;2102LH011;4;-13.03;88.4;99860.92;0;-11.5;-12.34
2026-01-02T20:15:59;02.01.2026;19:20:00;2102LH011;4;-12.9;88.6;99865.04;0;-11.4;-12.23
2026-01-02T20:26:01;02.01.2026;19:30:00;2102LH011;4;-13.06;88.200005;99876.32;0;-11.5;-12.35
2026-01-02T20:35:59;02.01.2026;19:40:00;2102LH011;4;-13.06;88.200005;99881.46;0;-11.5;-12.35
2026-01-02T20:45:59;02.01.2026;19:50:00;2102LH011;4;-13.1;88.6;99892.75;0;-11.6;-12.43
2026-01-02T20:56:00;02.01.2026;20:00:00;2102LH011;4;-13.05;89;99903.02;0;-11.6;-12.41
2026-01-02T21:05:59;02.01.2026;20:10:00;2102LH011;4;-13.07;88.8;99913.29;0;-11.6;-12.42
2026-01-02T21:16:01;02.01.2026;20:20:00;2102LH011;4;-13.05;89;99923.56;0;-11.6;-12.41
2026-01-02T21:26:01;02.01.2026;20:30:00;2102LH011;4;-13.1;88.6;99928.69;0;-11.6;-12.43
2026-01-02T21:36:00;02.01.2026;20:40:00;2102LH011;4;-13.17;88.8;99934.85;0;-11.7;-12.51
2026-01-02T21:46:00;02.01.2026;20:50:00;2102LH011;4;-13.13;88.4;99938.96;0;-11.6;-12.44
2026-01-02T21:55:59;02.01.2026;21:00:00;2102LH011;4;-13.16;88.200005;99944.1;0;-11.6;-12.45
2026-01-02T22:05:59;02.01.2026;21:10:00;2102LH011;4;-13.16;88.200005;99949.24;0;-11.6;-12.45
2026-01-02T22:15:59;02.01.2026;21:20:00;2102LH011;4;-13.16;88.200005;99949.24;0;-11.6;-12.45
2026-01-02T22:25:59;02.01.2026;21:30:00;2102LH011;4;-13.11;87.8;99958.49;0;-11.5;-12.37
2026-01-02T22:36:00;02.01.2026;21:40:00;2102LH011;4;-13.14;87.6;99958.49;0;-11.5;-12.38
2026-01-02T22:45:59;02.01.2026;21:50:00;2102LH011;4;-13.11;87.8;99953.35;0;-11.5;-12.37
2026-01-02T22:55:59;02.01.2026;22:00:00;2102LH011;4;-13.11;87.8;99963.62;0;-11.5;-12.37
2026-01-02T23:06:00;02.01.2026;22:10:00;2102LH011;4;-13.06;88.200005;99968.76;0;-11.5;-12.35
2026-01-02T23:15:59;02.01.2026;22:20:00;2102LH011;4;-13.11;87.8;99979.03;0;-11.5;-12.37
2026-01-02T23:26:00;02.01.2026;22:30:00;2102LH011;4;-13.37;87.4;99986.2;0;-11.7;-12.58
2026-01-02T23:35:59;02.01.2026;22:40:00;2102LH011;4;-13.41;87.8;99992.36;0;-11.8;-12.66
2026-01-02T23:45:59;02.01.2026;22:50:00;2102LH011;4;-13.52;88.4;100004.67;0;-12;-12.83
2026-01-02T23:55:59;02.01.2026;23:00:00;2102LH011;4;-13.57;88.8;100010.83;0;-12.1;-12.91
2026-01-03T00:05:59;02.01.2026;23:10:00;2102LH011;4;-13.54;89;100010.83;0;-12.1;-12.9
2026-01-03T00:16:00;02.01.2026;23:20:00;2102LH011;4;-13.51;89.200005;100010.83;0;-12.1;-12.89
2026-01-03T00:26:00;02.01.2026;23:30:00;2102LH011;4;-13.51;89.200005;100015.96;0;-12.1;-12.89
